doctor_id,doctor_name,department,experience_years,qualification,hospital_id
DOC1899,Viraj Bora,Orthopedics,19,"MBBS, MS",HOS102
DOC1900,Lohit Suresh,Cardiology,20,"MBBS, MS",HOS065
DOC1901,Urishilla Bath,Dermatology,21,MBBS,HOS015
DOC1902,Kalpit Atwal,Gynecology,22,"MBBS, MS",HOS051
DOC1903,Chandresh Mohanty,Urology,2,"MBBS, MD",HOS025
DOC1904,Tanmayi Garde,Pulmonology,22,"MBBS, MCh",HOS062
DOC1905,Hitesh Comar,Emergency Medicine,31,MBBS,HOS083
DOC1906,Thomas Bhatnagar,Neurology,31,"MBBS, MD",HOS081
DOC1907,Pooja Nazareth,Gastroenterology,35,"MBBS, MS",HOS060
DOC1908,Ekta Dara,Psychiatry,27,"MBBS, MCh",HOS008
DOC1909,Ekanta Kala,Radiology,34,"MBBS, MS",HOS073
DOC1910,Oscar Nayak,Urology,21,"MBBS, DM",HOS069
DOC1911,Jai Mahal,General Medicine,14,"MBBS, DM",HOS088
DOC1912,Ojasvi Ganguly,Pulmonology,23,MBBS,HOS020
DOC1913,Nitesh Sarna,Oncology,2,"MBBS, MS",HOS049
DOC1914,Banjeet Deol,Gynecology,35,"MBBS, MD",HOS074
DOC1915,Krisha Dugar,ENT,25,"MBBS, MD",HOS077
DOC1916,Vidhi Buch,Cardiology,20,"MBBS, MCh",HOS110
DOC1917,Abhimanyu Gola,Pulmonology,3,"MBBS, MS",HOS053
DOC1918,Bhanumati Saha,Cardiology,32,"MBBS, MD",HOS048
DOC1919,Jonathan Jhaveri,Gastroenterology,20,"MBBS, MD",HOS068
DOC1920,Anika Virk,Oncology,12,MBBS,HOS048
DOC1921,Nisha Khare,Psychiatry,3,"MBBS, MD",HOS117
DOC1922,Baljiwan Gole,Cardiology,29,"MBBS, DM",HOS004
DOC1923,Gaurang Mitra,Psychiatry,31,"MBBS, DM",HOS020
DOC1924,Omya Agrawal,Orthopedics,22,"MBBS, DNB",HOS094
DOC1925,Rehaan Dalal,Radiology,34,"MBBS, MS",HOS100
DOC1926,Janaki Zacharia,Pulmonology,10,MBBS,HOS106
DOC1927,Ucchal Joshi,Dermatology,9,"MBBS, MD",HOS093
DOC1928,Chatresh Hari,General Medicine,30,"MBBS, DNB",HOS092
DOC1929,Manthan Som,Radiology,34,MBBS,HOS001
DOC1930,Patrick Dutta,Oncology,3,"MBBS, MCh",HOS109
DOC1931,Chatura Patla,ENT,6,"MBBS, MS",HOS060
DOC1932,Shaurya Saran,Emergency Medicine,3,MBBS,HOS067
DOC1933,Gaurika Setty,Psychiatry,20,MBBS,HOS074
DOC1934,Hemang Ben,Psychiatry,20,"MBBS, MCh",HOS115
DOC1935,Nakul Balakrishnan,Orthopedics,21,"MBBS, MD",HOS025
DOC1936,Yutika D’Alia,Oncology,18,"MBBS, DM",HOS041
DOC1937,Wahab Saxena,Psychiatry,29,"MBBS, MCh",HOS016
DOC1938,Oni Issac,Oncology,10,"MBBS, MD",HOS036
DOC1939,Victor Choudhary,Cardiology,1,"MBBS, DM",HOS072
DOC1940,Vedant Chaudhari,Dermatology,7,"MBBS, MD",HOS070
DOC1941,Nitara Iyengar,Pulmonology,21,"MBBS, MS",HOS019
DOC1942,Thomas Borah,Urology,19,"MBBS, DM",HOS032
DOC1943,Vedhika Bhagat,Neurology,5,"MBBS, MS",HOS079
DOC1944,Maanav Kalita,Emergency Medicine,22,"MBBS, DM",HOS057
DOC1945,Pranav Ram,General Medicine,9,MBBS,HOS061
DOC1946,Laban Shankar,Emergency Medicine,4,MBBS,HOS050
DOC1947,Jagrati Madan,General Medicine,6,"MBBS, DNB",HOS051
DOC1948,Gautami Datta,Neurology,29,"MBBS, DM",HOS046
DOC1949,Darpan Mand,Oncology,22,"MBBS, MD",HOS092
DOC1950,Indrajit Shroff,Psychiatry,35,MBBS,HOS119
DOC1951,Omya Garg,Psychiatry,30,"MBBS, DM",HOS017
DOC1952,Thomas Merchant,Cardiology,30,MBBS,HOS059
DOC1953,Onkar Karpe,Oncology,30,"MBBS, DNB",HOS030
DOC1954,Nisha Vig,Orthopedics,10,"MBBS, DM",HOS034
DOC1955,Tarak Solanki,Emergency Medicine,24,"MBBS, DNB",HOS024
DOC1956,Arya Atwal,Urology,22,"MBBS, MS",HOS059
DOC1957,Yatin Kota,Gastroenterology,2,MBBS,HOS061
DOC1958,Radha Kapadia,Cardiology,23,"MBBS, DNB",HOS060
DOC1959,Abdul Sahni,Radiology,11,"MBBS, MS",HOS099
DOC1960,Banjeet Singhal,Pulmonology,9,"MBBS, DM",HOS014
DOC1961,Pavani Wali,Nephrology,7,"MBBS, MS",HOS072
DOC1962,Varenya Chaudhari,Gynecology,5,"MBBS, MS",HOS069
DOC1963,Warhi Khosla,Gastroenterology,26,"MBBS, DM",HOS053
DOC1964,Advik Ray,Orthopedics,16,"MBBS, DM",HOS021
DOC1965,Kevin Parmer,Gastroenterology,25,MBBS,HOS044
DOC1966,William Chana,Orthopedics,28,"MBBS, DNB",HOS073
DOC1967,Varsha Mody,Psychiatry,22,"MBBS, DM",HOS089
DOC1968,Tripti Bajwa,Orthopedics,12,"MBBS, MCh",HOS086
DOC1969,Ubika Devi,Cardiology,32,MBBS,HOS076
DOC1970,Qasim Prabhakar,ENT,30,"MBBS, MS",HOS072
DOC1971,Aarav Bobal,Cardiology,29,"MBBS, MD",HOS040
DOC1972,Gaurangi Wali,Nephrology,5,"MBBS, DM",HOS014
DOC1973,Chaman Sandhu,Gynecology,25,"MBBS, MS",HOS064
DOC1974,Sarthak Buch,Gynecology,4,MBBS,HOS028
DOC1975,Christopher Varma,Radiology,9,"MBBS, DM",HOS116
DOC1976,Charan Choudhry,Psychiatry,1,"MBBS, MD",HOS085
DOC1977,Jasmit Shroff,Neurology,29,"MBBS, DM",HOS038
DOC1978,Jasmit Peri,Nephrology,29,"MBBS, MD",HOS027
DOC1979,Ekalinga Jayaraman,Gynecology,21,"MBBS, MS",HOS073
DOC1980,Gaurika Khare,Psychiatry,20,"MBBS, DNB",HOS092
DOC1981,Vanya Kadakia,Emergency Medicine,23,MBBS,HOS075
DOC1982,Ekani Pandit,General Medicine,33,"MBBS, DNB",HOS109
DOC1983,Yahvi Sampath,Neurology,19,MBBS,HOS048
DOC1984,Chatura Bhatnagar,Emergency Medicine,4,MBBS,HOS091
DOC1985,Hemani Sethi,Dermatology,23,MBBS,HOS111
DOC1986,Yachana Vyas,Oncology,2,"MBBS, MD",HOS056
DOC1987,Upma Wali,Urology,26,"MBBS, MCh",HOS041
DOC1988,Siya Pillai,Urology,25,"MBBS, DNB",HOS049
DOC1989,Raghav Shankar,Nephrology,35,"MBBS, MD",HOS085
DOC1990,Faris Raman,Neurology,31,"MBBS, MD",HOS025
DOC1991,Bhavya Bose,Dermatology,25,"MBBS, MS",HOS108
DOC1992,Nitesh Majumdar,Nephrology,10,"MBBS, MS",HOS112
DOC1993,Manbir Taneja,Gynecology,9,"MBBS, MD",HOS002
DOC1994,Samarth Verma,Cardiology,2,"MBBS, MD",HOS093
DOC1995,Chaaya Saha,Emergency Medicine,32,"MBBS, MCh",HOS056
DOC1996,Urvi Palan,Neurology,6,"MBBS, MD",HOS083
DOC1997,Sachi Bail,Psychiatry,27,"MBBS, DNB",HOS115
DOC1998,Ranbir Bhatnagar,Psychiatry,28,"MBBS, DM",HOS024
DOC1999,Vincent Venkatesh,Gastroenterology,33,"MBBS, DNB",HOS071
DOC2000,Nisha Oza,Radiology,29,"MBBS, DNB",HOS046
